unit,split,entity_id,rank_low_to_high,rank_percentile,consensus_ko_pearson,q25,q75,difficulty
Physical screen,Field,Biohub_OPS0051,29,38.888888888888886,0.6993708036201014,0.6798494912458822,0.7165317336965538,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0022,30,40.27777777777778,0.703669034288293,0.6579669543152977,0.7460050242918845,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0057,31,41.666666666666664,0.7140228219818828,0.6936200488507187,0.7263682993400388,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0062,32,43.05555555555556,0.714539314890285,0.6636283341036602,0.7241574642332621,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0013,33,44.44444444444444,0.7178246954704479,0.699909796863317,0.7293619391026809,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0007,34,45.83333333333333,0.7182427903932771,0.7123402318804283,0.7217028494760522,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0048,35,47.22222222222222,0.7202730662747304,0.6784494565568429,0.7322997131962585,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0075,36,48.61111111111111,0.7206375758038659,0.7146568857775266,0.7426612645469735,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0006,37,50.0,0.7210371940658906,0.7182036671691955,0.72800130094105,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0065,38,51.388888888888886,0.7213360351140508,0.7109074137692242,0.7297146419740503,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0042,39,52.77777777777778,0.7240162659125478,0.6311590913983093,0.731993164214455,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0063,40,54.166666666666664,0.7247293272167759,0.7175186456261378,0.7408889224555081,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0009,41,55.55555555555556,0.7419159721863219,0.7358828253174652,0.7447282732622972,Intermediate (0.60–0.75)
Physical screen,Field,Biohub_OPS0058,42,56.94444444444444,0.7539161641516623,0.7478103522310393,0.757732691868855,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0046,43,58.33333333333333,0.7561333754684157,0.7195910426681402,0.7614748078900788,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0020,44,59.72222222222222,0.7586746889819218,0.7396439635047312,0.7695195077068614,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0012,45,61.11111111111111,0.7595758253403491,0.737470611297912,0.771625879324225,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0005,46,62.5,0.7608057985193108,0.7567837851230164,0.7643063638383362,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0008,47,63.888888888888886,0.7613679077980704,0.7548957516669131,0.7676035445529711,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0021,48,65.27777777777777,0.767358447894086,0.7320413645027317,0.7841848952195671,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0001,49,66.66666666666666,0.8008604644400243,0.7973493475510407,0.804333772022866,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0027,50,68.05555555555556,0.8029703644168058,0.7873039456949908,0.8161650218188001,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0025,51,69.44444444444444,0.8134299441883851,0.8000488864885044,0.821195451477776,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0074,52,70.83333333333333,0.8268100073847677,0.8235589719017637,0.8356493895672277,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0072,53,72.22222222222221,0.8282694172587999,0.8184571234690906,0.8343752056011355,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0028,54,73.61111111111111,0.8326702776759155,0.8228673603212517,0.8408919361472299,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0076,55,75.0,0.8341434931290087,0.8187191625921679,0.8469393364137737,Readable (≥0.75)
Physical screen,Field,Biohub_OPS0060,56,76.38888888888889,0.8421067514208058,0.8248638060582444,0.8554174944919655,Readable (≥0.75)
